대지위치,착공예정일,실착공일,사용승인일,위도,경도
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 519,20140929.0,20140929.0,20170808.0,37.4212396,126.886224
경기도 광명시 일직동 522-1,20140917.0,20140917.0,20150730.0,37.4212396,126.886224
경기도 광명시 일직동 산 31,20140310.0,20140310.0,20141020.0,37.4212396,126.886224
경기도 광명시 일직동 광명역세권 40 6,20140815.0,20140815.0,20141103.0,37.416522,126.884789
경기도 광명시 철산동 81,20140215.0,20140215.0,20140625.0,37.4874581,126.8693184
경기도 광명시 철산동 132-3,20140510.0,20140510.0,20141105.0,37.4858737,126.8645638
경기도 광명시 철산동 187,20140723.0,20140723.0,20141124.0,37.4820781,126.8632464
경기도 광명시 철산동 509-262,20140624.0,20140624.0,20141212.0,37.4715767,126.8652176
경기도 광명시 하안동 233-1,20141017.0,20141017.0,20150402.0,37.4559593,126.8777106
경기도 광명시 하안동 233-1,20141017.0,20141017.0,20150402.0,37.4559593,126.8777106
경기도 광명시 하안동 238,20140707.0,20140707.0,20150706.0,37.456321,126.877055
경기도 광명시 하안동 242-4,20140630.0,20140630.0,20150226.0,37.4569189,126.877601
경기도 광명시 하안동 553,20140321.0,,,37.4602406,126.8586248
경기도 광명시 하안동 553,20140321.0,,,37.4602406,126.8586248
경기도 광명시 하안동 865-4,20140707.0,20140707.0,20141117.0,37.4543434,126.8602841
경기도 광명시 하안동 865-5,20140730.0,20140730.0,20141121.0,37.4542189,126.8604573
경기도 광명시 하안동 866-6,20140404.0,20140404.0,20141023.0,37.4546035,126.8603738
경기도 광명시 하안동 867,20140527.0,20140527.0,20141118.0,37.4541545,126.8618389
경기도 광명시 하안동 867-4,20140507.0,20140507.0,20140924.0,37.4540166,126.8625199
경기도 광명시 하안동 868-5,20140324.0,20140324.0,20140725.0,37.4537833,126.8622263
경기도 광명시 하안동 876-1,20140816.0,20140816.0,20150626.0,37.4531925,126.86104
경기도 광명시 하안동 877,20140531.0,20140531.0,20140924.0,37.4531173,126.861752
경기도 광명시 하안동 880-1,20140418.0,20140418.0,20141210.0,37.4533365,126.8642604
경기도 광명시 하안동 882-5,20140121.0,20140121.0,20140509.0,37.4528197,126.865052
경기도 광명시 하안동 883-1,20140314.0,20140314.0,20140624.0,37.453053,126.8628064
경기도 광명시 하안동 883-8,20140701.0,20140701.0,20141118.0,37.4524556,126.8647922
경기도 광명시 하안동 889-2,20140806.0,20140806.0,20141204.0,37.4526476,126.860344
경기도 광명시 가학동 231-5,20150626.0,20150626.0,20160429.0,37.4149716,126.8624317
경기도 광명시 가학동 244-2,20150819.0,20150819.0,20160429.0,37.41522670000001,126.8654865
경기도 광명시 가학동 304-10,20150430.0,20150501.0,20151125.0,37.4184558,126.8560047
경기도 광명시 가학동 310-3,20150520.0,20150520.0,20150824.0,37.4204625,126.856629
경기도 광명시 가학동 315-1,20150520.0,20150520.0,20150824.0,37.4203911,126.856845
경기도 광명시 가학동 485-5,20150921.0,20150922.0,20160318.0,37.4180433,126.8505435
경기도 광명시 가학동 486-3,20150923.0,20150923.0,20160913.0,37.4184498,126.8511928
경기도 광명시 가학동 486-4,20151007.0,20151007.0,20160928.0,37.4186163,126.8508465
경기도 광명시 가학동 521,20150406.0,20150406.0,20150901.0,37.4171155,126.8518315
경기도 광명시 가학동 521-3,20151008.0,20151006.0,20160127.0,37.4172153,126.8522717
경기도 광명시 가학동 787-2,20151113.0,20151113.0,20160928.0,37.412233,126.8608569
경기도 광명시 가학동 787-13,20151228.0,20151223.0,20160928.0,37.4121305,126.8607336
경기도 광명시 가학동 810-1,20151209.0,20151209.0,20160411.0,37.4122667,126.8617339
경기도 광명시 가학동 1052-19,20151106.0,20151106.0,20160107.0,37.4024339,126.870355
경기도 광명시 가학동 산 16,20150710.0,,,37.4265016,126.8630152
경기도 광명시 광명동 32-165,20150909.0,20150909.0,20160309.0,37.4781599,126.8605322
경기도 광명시 광명동 32-217,20150604.0,20161003.0,20170324.0,37.4787773,126.8605766
경기도 광명시 광명동 52-7,20151223.0,20151223.0,20160418.0,37.484518,126.8559614
경기도 광명시 광명동 55-1,20151127.0,20151127.0,20160608.0,37.4843433,126.8561003
경기도 광명시 광명동 58-9,20150718.0,20150718.0,20160121.0,37.4835651,126.8570268
경기도 광명시 광명동 92-5,20150421.0,20150421.0,20180208.0,37.4831838,126.8564745
경기도 광명시 광명동 104-12,20150727.0,20150727.0,20160106.0,37.482062,126.8563251
경기도 광명시 광명동 126-12,20150718.0,20150718.0,20151208.0,37.4791101,126.8592325
경기도 광명시 광명동 128-2,20151119.0,20151119.0,20160504.0,37.4804191,126.8590246
경기도 광명시 광명동 130-8,20151020.0,20151020.0,20160309.0,37.4797163,126.8585729
경기도 광명시 광명동 139-2,20151205.0,20151205.0,20160705.0,37.4811686,126.8565089
경기도 광명시 광명동 139-3,20150430.0,20150430.0,20160215.0,37.4810221,126.856441
경기도 광명시 광명동 145-2,20150923.0,20150923.0,20160713.0,37.48169499999999,126.8540959
경기도 광명시 광명동 147-15,20150507.0,20150507.0,20151023.0,37.4817626,126.8533258
경기도 광명시 광명동 149-4,20150903.0,20150903.0,20160118.0,37.4786046,126.8584295
경기도 광명시 광명동 152-9,20151003.0,20151003.0,20160401.0,37.47898929999999,126.8582007
경기도 광명시 광명동 152-12,20150608.0,20150608.0,20150910.0,37.4793433,126.8583647
경기도 광명시 광명동 158-136,20151027.0,20151027.0,20160411.0,37.4804021,126.8533283
경기도 광명시 광명동 158-544,20150117.0,20150117.0,20151229.0,37.47861899999999,126.8553392
경기도 광명시 광명동 158-779,20150819.0,20150819.0,20160712.0,37.4775591,126.8539997
경기도 광명시 광명동 158-925,20150306.0,20150306.0,20150608.0,37.4804407,126.8497113
경기도 광명시 광명동 158-926,20150425.0,20150425.0,20150717.0,37.480386,126.8499003
경기도 광명시 광명동 158-930,20150714.0,20150714.0,20151214.0,37.4801918,126.8505708
경기도 광명시 광명동 158-933,20150207.0,20150207.0,20150624.0,37.4799898,126.8507889
경기도 광명시 광명동 159-150,20150520.0,20150520.0,20151013.0,37.4812591,126.8499014
경기도 광명시 광명동 163-5,20150605.0,20150605.0,20151029.0,37.4809184,126.8484936
경기도 광명시 광명동 172-42,20150320.0,20150320.0,20150727.0,37.4789464,126.8484143
경기도 광명시 광명동 186-15,20151128.0,20151128.0,20160511.0,37.4793057,126.8506876
경기도 광명시 광명동 242-6,20151120.0,20151120.0,20160428.0,37.4735904,126.8476203
경기도 광명시 광명동 242-7,20150807.0,20150807.0,20151127.0,37.4736433,126.8474543
경기도 광명시 광명동 276-39,20150918.0,20150918.0,20160310.0,37.476178,126.8505085
경기도 광명시 광명동 281-5,20151106.0,20151106.0,20160330.0,37.47526879999999,126.850481
경기도 광명시 광명동 287-20,20151109.0,20151109.0,20160317.0,37.4760727,126.8515112
경기도 광명시 광명동 288-69,20151017.0,20151017.0,20160122.0,37.4759565,126.851445
경기도 광명시 광명동 288-73,20150608.0,20150608.0,20151013.0,37.4758498,126.8517825
경기도 광명시 광명동 290-95,20151120.0,20151120.0,20160324.0,37.4743758,126.8511334
경기도 광명시 광명동 301-4,20150427.0,20150427.0,20150824.0,37.4740296,126.8536841
경기도 광명시 광명동 333-2,20150409.0,20150409.0,20150911.0,37.4726286,126.8538719
경기도 광명시 광명동 338-15,20150812.0,20150812.0,20151208.0,37.4725044,126.8525099
경기도 광명시 광명동 346-11,20150716.0,20150716.0,20160222.0,37.473229,126.8508002
경기도 광명시 광명동 739-7,20150305.0,20150305.0,20150716.0,37.4687623,126.8517317
경기도 광명시 광명동 752,20150416.0,20150416.0,20150902.0,37.4699564,126.8489687
경기도 광명시 광명동 754-4,20150925.0,20150925.0,20151218.0,37.4685486,126.8478219
경기도 광명시 노온사동 140-1,20150810.0,20150810.0,20151120.0,37.451775,126.8445034
경기도 광명시 노온사동 155,20151118.0,20151118.0,20160429.0,37.4518204,126.8494473
경기도 광명시 노온사동 364-1,20150820.0,20150820.0,20160223.0,37.4441478,126.8453214
경기도 광명시 노온사동 409-39,20150824.0,20150824.0,20160126.0,37.4430084,126.8474229
경기도 광명시 노온사동 569-2,20151127.0,20151127.0,20160624.0,37.4365247,126.842883
경기도 광명시 노온사동 569-18,20151127.0,20151127.0,20160620.0,37.4367518,126.8429891
경기도 광명시 노온사동 572-25,20150615.0,20150615.0,20151026.0,37.4363384,126.845264
경기도 광명시 노온사동 572-60,20150602.0,20150602.0,20160429.0,37.4371654,126.8434324
경기도 광명시 노온사동 572-105,20150615.0,20150615.0,20151026.0,37.436212,126.8453595
경기도 광명시 노온사동 572-106,20150918.0,20150918.0,20160202.0,37.4360175,126.8453896
경기도 광명시 노온사동 572-108,20150918.0,20150918.0,20160222.0,37.4359121,126.8455145
경기도 광명시 노온사동 575-2,20151026.0,20151026.0,20160205.0,37.4362841,126.8447618
경기도 광명시 노온사동 666-2,20150724.0,20150724.0,20151228.0,37.4326779,126.8486787
경기도 광명시 소하동 26-1,20150612.0,20150605.0,20150723.0,37.4503006,126.8900183
경기도 광명시 소하동 35-29,20151123.0,20151123.0,20160127.0,37.4509376,126.8909673
경기도 광명시 소하동 36-16,20150805.0,20150805.0,20160222.0,37.4520522,126.8896305
경기도 광명시 소하동 676,20150128.0,20150128.0,20150923.0,37.4382159,126.8940132
경기도 광명시 소하동 732-4,20151109.0,20151109.0,20160517.0,37.4342358,126.8935057
경기도 광명시 소하동 732-7,20150427.0,20150427.0,20230808.0,37.43350770000001,126.8931134
경기도 광명시 소하동 911-42,20150406.0,20150406.0,20151203.0,37.4372684,126.8785732
경기도 광명시 소하동 927-4,20150116.0,20150116.0,20150506.0,37.4360801,126.8778069
경기도 광명시 소하동 927-19,20151013.0,20151013.0,20160226.0,37.4361471,126.8775124
경기도 광명시 소하동 1078-7,20151120.0,20151120.0,20160617.0,37.4348913,126.8789409
경기도 광명시 소하동 1078-8,20150617.0,20150617.0,20160129.0,37.4347933,126.8789303
경기도 광명시 소하동 1078-11,20151215.0,20151215.0,20160624.0,37.43465500000001,126.8789015
경기도 광명시 소하동 1136-18,20150709.0,,,37.4291927,126.872556
경기도 광명시 소하동 1136-18,20150709.0,,,37.4291927,126.872556
경기도 광명시 소하동 1136-18,20150709.0,,,37.4291927,126.872556
경기도 광명시 소하동 1136-18,20150709.0,,,37.4291927,126.872556
경기도 광명시 소하동 1260-4,20151028.0,20151028.0,20160308.0,37.4343323,126.8832139
경기도 광명시 소하동 1269-1,20151022.0,20151022.0,20160620.0,37.43366,126.8796131
경기도 광명시 소하동 1279,20150306.0,20150306.0,20150917.0,37.4560886,126.8817963
경기도 광명시 소하동 1281-3,20150530.0,20150530.0,20160406.0,37.4553514,126.8827323
경기도 광명시 소하동 1310,20150805.0,,,37.4499106,126.8882519
경기도 광명시 소하동 1316-9,20151019.0,20151019.0,20161124.0,37.4482247,126.8898472
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1325,20150708.0,20150708.0,20160907.0,37.4456108,126.8891521
경기도 광명시 소하동 1335,20150907.0,20150907.0,20170602.0,37.4484685,126.8840526
경기도 광명시 소하동 1337-6,20151012.0,20151012.0,20160324.0,37.4467938,126.8854899
경기도 광명시 소하동 1338,20150529.0,20150529.0,20160704.0,37.4479192,126.8849798
경기도 광명시 소하동 1338-1,20150111.0,20150120.0,20161213.0,37.4476536,126.8849854
경기도 광명시 소하동 1340,20150521.0,20150521.0,20150807.0,37.4476636,126.8817606
경기도 광명시 소하동 1342-4,20150901.0,20150901.0,20170117.0,37.4472644,126.8823107
경기도 광명시 소하동 1343-2,20151207.0,20151207.0,20170508.0,37.4464789,126.8820883
경기도 광명시 소하동 1343-4,20151214.0,20151214.0,20170615.0,37.4464789,126.8827952
경기도 광명시 소하동 1343-6,20150410.0,20150410.0,20151202.0,37.4464603,126.8834955
경기도 광명시 소하동 1395-5,20150901.0,20150901.0,20160302.0,37.4312571,126.8756924
경기도 광명시 소하동 1395-8,20150921.0,20150921.0,20160127.0,37.4313722,126.8753123
경기도 광명시 소하동 1395-9,20150406.0,20150406.0,20150903.0,37.4315065,126.8752447
경기도 광명시 소하동 1396,20150310.0,20150310.0,20150727.0,37.4317951,126.8757448
경기도 광명시 소하동 1396-3,20150609.0,20150609.0,20151230.0,37.4315077,126.8760698
경기도 광명시 소하동 1396-6,20150626.0,20150626.0,20151028.0,37.4316478,126.8757371
경기도 광명시 소하동 1397-1,20150323.0,20150323.0,20150714.0,37.4318149,126.8764413
경기도 광명시 소하동 1397-3,20150515.0,20150515.0,20150909.0,37.4317082,126.8764894
경기도 광명시 일직동 220-1,20151030.0,,,37.4212396,126.886224
경기도 광명시 일직동 223-29,20150708.0,20150708.0,20151204.0,37.4212396,126.886224
경기도 광명시 일직동 503-14,20150718.0,20150718.0,20160324.0,37.4212396,126.886224
경기도 광명시 일직동 504-7,20150919.0,20150919.0,20160520.0,37.4212396,126.886224
경기도 광명시 일직동 509-1,20150201.0,20150120.0,20170710.0,37.4212396,126.886224
경기도 광명시 일직동 510-1,20150120.0,20150120.0,20150506.0,37.4212396,126.886224
경기도 광명시 일직동 510-8,20150504.0,20150504.0,20160621.0,37.4212396,126.886224
경기도 광명시 일직동 510-9,20150807.0,20150807.0,20161010.0,37.4212396,126.886224
경기도 광명시 일직동 511,20150204.0,20150204.0,20170511.0,37.4212396,126.886224
경기도 광명시 일직동 511-4,20151012.0,20151014.0,20180305.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 517,20151203.0,20151203.0,20181224.0,37.4212396,126.886224
경기도 광명시 일직동 522-3,20150504.0,20150504.0,20151216.0,37.4212396,126.886224
경기도 광명시 일직동 525,20150526.0,20150521.0,20160927.0,37.4212396,126.886224
경기도 광명시 철산동 82,20150204.0,20150204.0,20150605.0,37.4874754,126.869168
경기도 광명시 철산동 136-1,20151017.0,20151017.0,20160329.0,37.4856414,126.8650323
경기도 광명시 철산동 191,20150911.0,20150911.0,20160217.0,37.4827989,126.864048
경기도 광명시 철산동 223-2,20150319.0,20150319.0,20150706.0,37.4792278,126.8643275
경기도 광명시 하안동 232,20150928.0,20150928.0,20161125.0,37.45631600000001,126.8781165
경기도 광명시 하안동 232-2,20151002.0,20151002.0,20160523.0,37.4561528,126.8778449
경기도 광명시 하안동 238,20151114.0,20151114.0,20160504.0,37.456321,126.877055
경기도 광명시 하안동 595-9,20150508.0,20150508.0,20150902.0,37.45909109999999,126.8717004
경기도 광명시 하안동 865,20150502.0,20150502.0,20150806.0,37.4548074,126.8599007
경기도 광명시 하안동 865-1,20151201.0,20151201.0,20160808.0,37.4546932,126.8599893
경기도 광명시 하안동 865-2,20150415.0,20150415.0,20150731.0,37.4545647,126.8600783
경기도 광명시 하안동 865-3,20151030.0,20151030.0,20160526.0,37.4544463,126.8601759
경기도 광명시 하안동 865-10,20150518.0,20150518.0,20160112.0,37.4546956,126.8597868
경기도 광명시 하안동 866-1,20150605.0,20150605.0,20151120.0,37.4550279,126.8598864
경기도 광명시 하안동 866-4,20150422.0,20150422.0,20160907.0,37.4548064,126.8602187
경기도 광명시 하안동 866-10,20150611.0,20150611.0,20151102.0,37.4542781,126.8609711
경기도 광명시 하안동 866-11,20150911.0,20150911.0,20160128.0,37.4542939,126.8611735
경기도 광명시 하안동 866-11,20150911.0,20150911.0,20160128.0,37.4542939,126.8611735
경기도 광명시 하안동 867-6,20150402.0,20150402.0,20150706.0,37.4537241,126.8627116
경기도 광명시 하안동 868-1,20150313.0,20150313.0,20150907.0,37.4537614,126.8624108
경기도 광명시 하안동 870-1,20151106.0,20151106.0,20160523.0,37.4539673,126.8612333
경기도 광명시 하안동 870-2,20151023.0,20151023.0,20160517.0,37.4537924,126.8612037
경기도 광명시 하안동 870-3,20151028.0,20151028.0,20160429.0,37.4537982,126.861047
경기도 광명시 하안동 871,20151015.0,20151015.0,20160624.0,37.4538162,126.8606104
경기도 광명시 하안동 871-4,20150327.0,20150327.0,20150728.0,37.4539771,126.8608572
경기도 광명시 하안동 872-5,20151212.0,20151212.0,20160708.0,37.4531808,126.8602639
경기도 광명시 하안동 873,20150918.0,20150918.0,20160307.0,37.4536766,126.8603887
경기도 광명시 하안동 874-5,20150225.0,20150225.0,20151102.0,37.453423,126.8611945
경기도 광명시 하안동 883-2,20150402.0,20150901.0,20160923.0,37.452945,126.8628624
경기도 광명시 하안동 884-1,20150123.0,20150123.0,20150501.0,37.45211219999999,126.862549
경기도 광명시 하안동 887-2,20150627.0,20150627.0,20151217.0,37.45204349999999,126.8606023
경기도 광명시 가학동 104-2,20160304.0,20160304.0,20160812.0,37.4206311,126.8568599
경기도 광명시 가학동 205,20160401.0,20160401.0,20160620.0,37.4169597,126.8619472
경기도 광명시 가학동 218,20160627.0,20160628.0,20170224.0,37.4165782,126.8596051
경기도 광명시 가학동 300-2,20160609.0,20160609.0,20161129.0,37.4185205,126.8563724
경기도 광명시 가학동 300-6,20160321.0,,20160722.0,37.418005,126.8562445
경기도 광명시 가학동 312,20160526.0,20160526.0,20161028.0,37.4197374,126.8567468
경기도 광명시 가학동 316,20160224.0,20160224.0,20160812.0,37.4208826,126.8569259
경기도 광명시 가학동 317-7,20160224.0,20160224.0,20160812.0,37.4209065,126.8568102
경기도 광명시 가학동 317-8,20160304.0,20160304.0,20160812.0,37.4207681,126.8568458
경기도 광명시 가학동 325-6,20160307.0,20160307.0,20160711.0,37.4196719,126.8559943
경기도 광명시 가학동 325-7,20160229.0,20160229.0,20160711.0,37.4199456,126.8560084
경기도 광명시 가학동 332,20160224.0,20160224.0,20160629.0,37.4213993,126.8562509
경기도 광명시 가학동 422-1,20160307.0,20160307.0,20170824.0,37.4198213,126.8492444
경기도 광명시 가학동 422-10,20160307.0,20160307.0,20170824.0,37.4200565,126.8492072
경기도 광명시 가학동 423,20160712.0,20160712.0,20161108.0,37.4200877,126.8495817
경기도 광명시 가학동 423-4,20160712.0,20160712.0,20161108.0,37.4198549,126.8494388
경기도 광명시 가학동 424-3,20160831.0,20160831.0,20170328.0,37.4193529,126.8496428
경기도 광명시 가학동 433,20160331.0,20160331.0,20161104.0,37.4188974,126.8505662
경기도 광명시 가학동 435-4,20161205.0,20161205.0,20170426.0,37.4187319,126.8500297
경기도 광명시 가학동 478-3,20160728.0,20160728.0,20170124.0,37.4173708,126.8508449
경기도 광명시 가학동 483-2,20160608.0,20160608.0,20161208.0,37.4182118,126.8495256
경기도 광명시 가학동 483-22,20160608.0,20160608.0,20161208.0,37.4179782,126.8495817
경기도 광명시 가학동 483-23,20160608.0,20160608.0,20161208.0,37.4179697,126.8497494
경기도 광명시 가학동 484-5,20160403.0,20160403.0,20160818.0,37.4182428,126.8498482
경기도 광명시 가학동 485-1,20160905.0,20160905.0,20170222.0,37.4186241,126.8501277
경기도 광명시 가학동 485-2,20160304.0,20160304.0,20160708.0,37.418249,126.8504938
경기도 광명시 가학동 507,20160613.0,20160613.0,20170406.0,37.417826,126.8508854
경기도 광명시 가학동 518-2,20160527.0,20160527.0,20161227.0,37.4172397,126.8510411
경기도 광명시 가학동 521-1,20160801.0,20160801.0,20170531.0,37.4171852,126.8523833
경기도 광명시 가학동 530,20160722.0,20160722.0,20170206.0,37.4174438,126.8545161
경기도 광명시 가학동 781-6,20160705.0,20160705.0,20170213.0,37.4133779,126.8603156
경기도 광명시 가학동 781-6,20160705.0,20160705.0,20170213.0,37.4133779,126.8603156
경기도 광명시 가학동 815-5,20160831.0,20160831.0,20170331.0,37.4123342,126.8630859
경기도 광명시 가학동 815-6,20160831.0,20160831.0,20170331.0,37.4124181,126.8628174
경기도 광명시 가학동 818-1,20160803.0,20160803.0,20170103.0,37.4126143,126.8622128
경기도 광명시 가학동 912-8,20160304.0,20160304.0,20160720.0,37.4085545,126.8546173
경기도 광명시 가학동 949-5,20161103.0,20161103.0,20170320.0,37.406679,126.8619375
경기도 광명시 가학동 1026-2,20160530.0,20160530.0,20161216.0,37.4031573,126.8639322
경기도 광명시 가학동 1029-1,20160607.0,20160607.0,20170330.0,37.4043284,126.8657085
경기도 광명시 가학동 1029-3,20160607.0,20160607.0,20161227.0,37.404498,126.8658282
경기도 광명시 가학동 1029-4,20160607.0,20160607.0,20161220.0,37.40422210000001,126.8661851
경기도 광명시 가학동 1029-19,20160607.0,20160607.0,20161220.0,37.4043194,126.8660207
경기도 광명시 가학동 1031,20160530.0,,,37.4041858,126.8663915
경기도 광명시 가학동 1052-2,20160114.0,20160114.0,20160418.0,37.4025417,126.8702162
경기도 광명시 광명동 26-12,20161116.0,20161116.0,20170602.0,37.4800206,126.8598412
경기도 광명시 광명동 26-17,20160919.0,20160919.0,20170317.0,37.4800977,126.8600686
경기도 광명시 광명동 32-198,20160811.0,20160811.0,20170203.0,37.4781834,126.8607504
경기도 광명시 광명동 34-10,20160801.0,20160801.0,20170307.0,37.4787037,126.8595551
경기도 광명시 광명동 35-14,20161015.0,20161015.0,20170424.0,37.4784506,126.8595182
경기도 광명시 광명동 49-80,20160316.0,20160316.0,20160608.0,37.4752121,126.8544757
경기도 광명시 광명동 94-1,20161215.0,20161215.0,20170626.0,37.4837329,126.8558134
경기도 광명시 광명동 95-11,20161013.0,20161013.0,20170314.0,37.4832696,126.8550307
경기도 광명시 광명동 102-4,20160905.0,,,37.48233330000001,126.856083
경기도 광명시 광명동 104-2,20160825.0,20160825.0,20180518.0,37.482129,126.8565415
경기도 광명시 광명동 104-3,20160823.0,20160823.0,20180518.0,37.4820138,126.8564879
경기도 광명시 광명동 145-15,20161213.0,20161213.0,20170502.0,37.4818051,126.8539728
경기도 광명시 광명동 146-3,20160316.0,20160316.0,20160610.0,37.4819696,126.853822
경기도 광명시 광명동 148-2,20160307.0,20160307.0,20160819.0,37.4815248,126.8528011
경기도 광명시 광명동 152-5,20161008.0,20161008.0,20170307.0,37.4790652,126.8583974
경기도 광명시 광명동 158-6,20161214.0,20161214.0,20170718.0,37.47926229999999,126.8568878
경기도 광명시 광명동 158-105,20161130.0,20161130.0,20180717.0,37.4805284,126.8542703
경기도 광명시 광명동 158-120,20160125.0,20160125.0,20160729.0,37.480315,126.8538594
경기도 광명시 광명동 158-123,20160420.0,20160420.0,20160822.0,37.4801684,126.8536612
경기도 광명시 광명동 158-144,20161014.0,20161014.0,20170206.0,37.481341,126.8529634
경기도 광명시 광명동 158-145,20161118.0,20161118.0,20170321.0,37.48125090000001,126.8528747
경기도 광명시 광명동 158-171,20160222.0,20160222.0,20160720.0,37.4809029,126.8527611
경기도 광명시 광명동 158-953,20160807.0,20160807.0,20161207.0,37.4799351,126.8497829
경기도 광명시 광명동 158-1045,20160919.0,20160919.0,20170314.0,37.4806589,126.8517176
경기도 광명시 광명동 158-1357,20160523.0,20160526.0,20161208.0,37.4790235,126.8530325
경기도 광명시 광명동 159-67,20161010.0,20161010.0,20170119.0,37.481458,126.8480939
경기도 광명시 광명동 244-19,20160530.0,20160530.0,20170921.0,37.4738633,126.8467483
경기도 광명시 광명동 276-70,20160808.0,20160808.0,20170321.0,37.4766743,126.8502822
경기도 광명시 광명동 281-38,20160218.0,20160218.0,20160622.0,37.4748118,126.8502768
경기도 광명시 광명동 287-4,20160131.0,20160131.0,20160608.0,37.4762331,126.8515876
경기도 광명시 광명동 287-6,20160610.0,20160610.0,20161028.0,37.47605170000001,126.8520793
경기도 광명시 광명동 287-23,20160222.0,20160222.0,20160615.0,37.4761215,126.8513541
경기도 광명시 광명동 334-8,20160624.0,20160624.0,20161118.0,37.4730467,126.8537539
경기도 광명시 광명동 334-13,20160311.0,20160311.0,20160728.0,37.4729519,126.8539391
경기도 광명시 광명동 419-40,20160530.0,20160530.0,20161209.0,37.469474,126.8514894
경기도 광명시 광명동 419-79,20160530.0,20160530.0,20161209.0,37.4693063,126.851586
경기도 광명시 광명동 591,20160603.0,,20161207.0,37.46099640000001,126.8531897
경기도 광명시 광명동 717-5,20161025.0,20161025.0,20170314.0,37.470448,126.8557868
경기도 광명시 노온사동 154-3,20161115.0,20161115.0,20170125.0,37.4514162,126.8489172
