대지위치,착공예정일,실착공일,사용승인일,위도,경도
경기도 광명시 가학동 556,20090415.0,20090415.0,20091022.0,37.4168823,126.8505327
경기도 광명시 가학동 568-1,20090625.0,20090625.0,20100511.0,37.4168867,126.8500816
경기도 광명시 가학동 820-12,20090810.0,20090810.0,20091124.0,37.41257,126.8635877
경기도 광명시 가학동 820-16,20090810.0,20090810.0,20091124.0,37.4126198,126.8634209
경기도 광명시 가학동 908-10,20091204.0,20091204.0,20100430.0,37.4080941,126.8536722
경기도 광명시 가학동 941-4,20090514.0,20090514.0,20090918.0,37.4072503,126.8626916
경기도 광명시 가학동 941-4,20090514.0,20090514.0,20090918.0,37.4072503,126.8626916
경기도 광명시 가학동 960-3,20090427.0,20090427.0,20091113.0,37.4058373,126.8649769
경기도 광명시 광명동 141-10,20090612.0,20090612.0,20100413.0,37.4807954,126.8553755
경기도 광명시 광명동 214-12,20090730.0,20090730.0,20111206.0,37.4782155,126.847771
경기도 광명시 광명동 443-8,20090924.0,20090924.0,20091221.0,37.4669725,126.8488524
경기도 광명시 광명동 443-9,20090924.0,20090924.0,20091221.0,37.4668649,126.8491143
경기도 광명시 광명동 511-1,20091113.0,20091113.0,20100407.0,37.4626658,126.8462697
경기도 광명시 광명동 572-6,20090416.0,20090416.0,20090911.0,37.4622666,126.8514968
경기도 광명시 노온사동 11,20090908.0,20090908.0,20100331.0,37.4540107,126.8533374
경기도 광명시 노온사동 100-14,20090803.0,,,37.4544271,126.8388464
경기도 광명시 노온사동 157-20,20090304.0,20090305.0,20100430.0,37.4524065,126.8505648
경기도 광명시 노온사동 157-20,20090304.0,20090305.0,20100430.0,37.4524065,126.8505648
경기도 광명시 노온사동 250-1,20090825.0,20090825.0,20091130.0,37.448127,126.8460116
경기도 광명시 노온사동 250-9,20090825.0,20090825.0,20091130.0,37.448128,126.846215
경기도 광명시 노온사동 366,20090626.0,20090626.0,20090903.0,37.4438775,126.8443357
경기도 광명시 노온사동 367,20090910.0,20090910.0,20091110.0,37.4432318,126.8442961
경기도 광명시 노온사동 516-2,20090413.0,20090413.0,20090609.0,37.4398194,126.8456033
경기도 광명시 노온사동 542-6,20091127.0,20091127.0,20100428.0,37.4415803,126.8388349
경기도 광명시 노온사동 576-12,20090327.0,20090327.0,20100212.0,37.4357381,126.8443285
경기도 광명시 노온사동 726-5,20090914.0,20090914.0,20100423.0,37.4293419,126.8460202
경기도 광명시 노온사동 733,20090714.0,20090714.0,20091104.0,37.4281085,126.8455656
경기도 광명시 노온사동 744,20090518.0,20100420.0,20090810.0,37.4282251,126.846213
경기도 광명시 소하동 31-5,20091127.0,20091127.0,20100202.0,37.4515783,126.8928383
경기도 광명시 소하동 36-11,20090326.0,20090326.0,20090707.0,37.451557,126.8901969
경기도 광명시 소하동 36-41,20090917.0,20090917.0,20100610.0,37.452044,126.8901597
경기도 광명시 소하동 155,20091104.0,20091104.0,20100608.0,37.44906030000001,126.8816412
경기도 광명시 소하동 1238-4,20090928.0,20100301.0,20101029.0,37.4360059,126.8841716
경기도 광명시 소하동 1339-3,20090923.0,20090923.0,20101201.0,37.4466121,126.884554
경기도 광명시 소하동 1341-2,20091215.0,20091215.0,20100820.0,37.4472673,126.8833541
경기도 광명시 소하동 1355,20090128.0,20090128.0,20090831.0,37.4460117,126.8839795
경기도 광명시 소하동 1365,20091221.0,20091221.0,20110909.0,37.44775930000001,126.8922201
경기도 광명시 소하동 광명소하지구 택지개발사업지 H3,20090704.0,20090706.0,20100526.0,37.4506584,126.885954
경기도 광명시 소하동 광명소하택지개발지구H-2,20090619.0,20090619.0,20100723.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지지구 A17 4,20090608.0,20090608.0,20090910.0,37.435275,126.879279
경기도 광명시 소하동 광명소하택지내 A17 3,20090605.0,20090605.0,20090903.0,37.4459853,126.8940984
경기도 광명시 소하동 택지개발지구  A4 1,20090714.0,20090714.0,20091103.0,37.4397486,126.881855
경기도 광명시 소하동 소하택지개발지구 A16 2,20090805.0,20090805.0,20100125.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구내 A11 2,20090717.0,20090717.0,20091130.0,37.4459853,126.8940984
경기도 광명시 소하동 소하 A16-1,20090710.0,20090710.0,20100108.0,37.435275,126.879279
경기도 광명시 소하동 소하 A15-2,20090710.0,20090710.0,20100121.0,37.435275,126.879279
경기도 광명시 소하동 소하택지개발지구 17블럭 5롯트,20090813.0,20090813.0,20100405.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지개발지구 A15 -1,20090730.0,20090730.0,20091215.0,37.12983699999999,126.9164599
경기도 광명시 소하동 택지개발지구 A4 4,20090729.0,20090729.0,20091103.0,37.4397486,126.881855
경기도 광명시 소하동 소하택지 A4 6,20090828.0,20090828.0,20091229.0,37.435275,126.879279
경기도 광명시 소하동 소하택지지구 A7 10,20090902.0,20090902.0,20100414.0,37.435275,126.879279
경기도 광명시 소하동 광명소하택지개발지구 A7 14,20090911.0,20090911.0,20100112.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지개발지구 A 7-1,20090921.0,20090921.0,20100208.0,37.4397486,126.881855
경기도 광명시 소하동 소하택지 A17 1,20091005.0,20091005.0,20100211.0,37.435275,126.879279
경기도 광명시 소하동 소하택지 A4 3,20091008.0,,,37.435275,126.879279
경기도 광명시 소하동 소하택지 A4 3,20091008.0,,,37.435275,126.879279
경기도 광명시 소하동 소하택지개발지구 A7 8,20091021.0,20091021.0,20100414.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구내 A9 7,20091028.0,20091028.0,20091224.0,37.4459853,126.8940984
경기도 광명시 소하동 소하택지개발지구 A7 3,20091030.0,20091030.0,20100322.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지 A4 5,20091104.0,20091104.0,20100324.0,37.435275,126.879279
경기도 광명시 소하동 소하택지 A4 5,20091104.0,20091104.0,20100324.0,37.435275,126.879279
경기도 광명시 소하동 소하택지개발지구 A6 1,20091119.0,20091119.0,20100413.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하탣지개발지구 A6 5,20091118.0,20091118.0,20100611.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지개발지구 A6 3,20091118.0,20091118.0,20100611.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지개발지구 A6 6,20091118.0,20091118.0,20100611.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지개발지구 A6 8,20091120.0,20091120.0,20100527.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구내 단독주택용지 9블록 12로트,20091202.0,20091202.0,20100709.0,37.4459853,126.8940984
경기도 광명시 소하동 소하택지개발지구 A12 2,20091203.0,20091203.0,20100331.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구 A7 13,20091209.0,20091209.0,20100528.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하택지 A7 4,20091223.0,20091223.0,20100615.0,37.435275,126.879279
경기도 광명시 소하동 소하택지개발지구  B4 2,20091228.0,20091228.0,20100903.0,37.12983699999999,126.9164599
경기도 광명시 옥길동 108-4,20090610.0,20090610.0,20090821.0,37.4744837,126.8361619
경기도 광명시 옥길동 108-5,20090610.0,20090610.0,20090821.0,37.47438500000001,126.8361068
경기도 광명시 옥길동 108-6,20090610.0,20090610.0,20090826.0,37.4742392,126.8360918
경기도 광명시 옥길동 108-7,20090610.0,20090610.0,20090821.0,37.4742299,126.8362634
경기도 광명시 옥길동 108-9,20090610.0,20090610.0,20090821.0,37.4744559,126.836393
경기도 광명시 옥길동 407-2,20090408.0,20090407.0,20091203.0,37.4651856,126.8310872
경기도 광명시 일직동 21-2,20090417.0,20090417.0,20090706.0,37.4212396,126.886224
경기도 광명시 일직동 28,20090417.0,20090417.0,20090707.0,37.4212396,126.886224
경기도 광명시 일직동 223-26,20090410.0,20090410.0,20090813.0,37.4212396,126.886224
경기도 광명시 일직동 358-5,20090326.0,20090326.0,20100520.0,37.4212396,126.886224
경기도 광명시 일직동 363,20090925.0,20090929.0,20100402.0,37.4212396,126.886224
경기도 광명시 일직동 363-3,20090608.0,20090608.0,20110621.0,37.4212396,126.886224
경기도 광명시 일직동 365-5,20091007.0,20091007.0,20100210.0,37.4212396,126.886224
경기도 광명시 일직동 365-11,20090831.0,20090831.0,20091105.0,37.4212396,126.886224
경기도 광명시 일직동 산 12-9,20090918.0,20090918.0,20110523.0,37.4212396,126.886224
경기도 광명시 철산동 24,20090323.0,20090323.0,20090813.0,37.4902319,126.8689603
경기도 광명시 철산동 24,20090323.0,20090323.0,20090813.0,37.4902319,126.8689603
경기도 광명시 철산동 24,20090323.0,20090323.0,20090813.0,37.4902319,126.8689603
경기도 광명시 하안동 307-12,20090304.0,20090302.0,20090616.0,37.4582546,126.8743936
경기도 광명시 하안동 362,20090914.0,20090914.0,20100319.0,37.4514542,126.8650579
경기도 광명시 하안동 365,20090914.0,20090914.0,20100414.0,37.4512078,126.8659668
경기도 광명시 하안동 393-8,20091012.0,20091012.0,20091229.0,37.4479919,126.860874
경기도 광명시 하안동 590-7,20090212.0,20090212.0,20090521.0,37.4585357,126.8720577
경기도 광명시 가학동 산 143-1,20240614.0,,,37.4024123,126.8617941
경기도 광명시 광명동 31-6,20240304.0,,,37.4793118,126.8606888
경기도 광명시 광명동 104-9,20240614.0,,,37.4817475,126.8561785
경기도 광명시 광명동 109-6,20240510.0,,,37.4813785,126.8574581
경기도 광명시 광명동 342-11,20240430.0,,,37.4736815,126.8524282
경기도 광명시 광명동 산 127,20240108.0,,,37.4633988,126.8472227
경기도 광명시 광명동 광명재정비촉진지구 주택재개발 4R 4-3,20240701.0,,,37.4749863,126.8525731
경기도 광명시 소하동 30-1,20240624.0,,,37.451304,126.8923705
경기도 광명시 소하동 628-5,20240410.0,20240410.0,20240605.0,37.4395381,126.8955881
경기도 광명시 철산동 105,20240225.0,,,37.4855552,126.8686971
경기도 광명시 철산동 227-1,20240328.0,,,37.4798139,126.8643608
경기도 광명시 하안동 454-3,20240223.0,,,37.4552677,126.8583835
경기도 광명시 광명동 162-15,20100909.0,20100909.0,20101231.0,37.4816525,126.8475894
경기도 광명시 광명동 243,20100902.0,20100902.0,20101008.0,37.4741742,126.8468832
경기도 광명시 광명동 568,20100318.0,20100318.0,20100519.0,37.4616818,126.8497264
경기도 광명시 광명동 572-36,20100318.0,20100318.0,20100519.0,37.462116,126.8506371
경기도 광명시 광명동 572-37,20100318.0,20100318.0,20100520.0,37.4618662,126.850059
경기도 광명시 광명동 572-38,20100318.0,20100318.0,20100519.0,37.4619592,126.8504574
경기도 광명시 광명동 572-52,20100318.0,20100318.0,20100520.0,37.4617614,126.8500219
경기도 광명시 광명동 739-8,20100226.0,20080123.0,20101025.0,37.4686229,126.8517105
경기도 광명시 노온사동 154-2,20100401.0,20100401.0,20100512.0,37.4517206,126.8493157
경기도 광명시 노온사동 203-7,20100228.0,20100228.0,20100510.0,37.4499163,126.8450443
경기도 광명시 노온사동 218-5,20100326.0,20100326.0,20100513.0,37.4485018,126.8468504
경기도 광명시 노온사동 363-20,20100401.0,20100426.0,20100624.0,37.443767,126.846178
경기도 광명시 노온사동 382-1,20100325.0,20100325.0,20100518.0,37.4421562,126.8445026
경기도 광명시 노온사동 399-1,20100210.0,20100210.0,20100507.0,37.4411484,126.8462377
경기도 광명시 노온사동 401-3,20100210.0,20100210.0,20100507.0,37.4413151,126.8463369
경기도 광명시 노온사동 740-1,20100205.0,20100205.0,20100423.0,37.4264974,126.8467543
경기도 광명시 노온사동 740-2,20100205.0,20100205.0,20121218.0,37.4262614,126.8465205
경기도 광명시 노온사동 740-4,20100205.0,20100205.0,20100428.0,37.4263322,126.8466527
경기도 광명시 노온사동 755,20100330.0,20100330.0,20100524.0,37.4270554,126.8485441
경기도 광명시 노온사동 759-4,20101112.0,20101112.0,20110311.0,37.4265829,126.8469243
경기도 광명시 소하동 34-48,20100304.0,20100304.0,20100720.0,37.4514368,126.8922555
경기도 광명시 소하동 34-93,20100510.0,20100510.0,20101124.0,37.4512643,126.8918382
경기도 광명시 소하동 35-1,20100201.0,20100201.0,20100506.0,37.4510722,126.8911095
경기도 광명시 소하동 36-2,20100406.0,20100406.0,20101126.0,37.451286,126.8903125
경기도 광명시 소하동 86,20100710.0,,,37.4387952,126.8750263
경기도 광명시 소하동 313-176,20100209.0,20100209.0,20110308.0,37.4421572,126.8774366
경기도 광명시 소하동 939-1,20101117.0,20101117.0,20110519.0,37.4343526,126.8776853
경기도 광명시 소하동 1077-2,20101124.0,20101124.0,20110414.0,37.434441,126.8790895
경기도 광명시 소하동 1083-4,20100428.0,20100428.0,20100915.0,37.4341149,126.8784111
경기도 광명시 소하동 1275,20100929.0,20100929.0,20110517.0,37.4561823,126.8802826
경기도 광명시 소하동 1278,20100927.0,20100927.0,20110210.0,37.4559441,126.8810433
경기도 광명시 소하동 1278-2,20101221.0,20101221.0,20110513.0,37.4557576,126.8812101
경기도 광명시 소하동 1278-4,20101019.0,20101019.0,20110210.0,37.4559178,126.8813081
경기도 광명시 소하동 1282-1,20100508.0,20100508.0,20101209.0,37.4556136,126.8831419
경기도 광명시 소하동 1282-3,20101004.0,20101004.0,20110407.0,37.4553193,126.8833229
경기도 광명시 소하동 1282-4,20100715.0,20100715.0,20101109.0,37.4552592,126.8831618
경기도 광명시 소하동 1311-4,20101113.0,20101113.0,20110329.0,37.4496603,126.8896855
경기도 광명시 소하동 1312-1,20101014.0,20101014.0,20110317.0,37.4496481,126.8885296
경기도 광명시 소하동 1313-6,20101029.0,20101029.0,20101224.0,37.4492431,126.8891488
경기도 광명시 소하동 1313-7,20101202.0,20101202.0,20110422.0,37.4491835,126.8890101
경기도 광명시 소하동 1316-6,20101208.0,20101209.0,20110418.0,37.4483878,126.8902202
경기도 광명시 소하동 1316-7,20100728.0,20100728.0,20101229.0,37.4483322,126.8900968
경기도 광명시 소하동 1317-4,20100724.0,20100724.0,20101126.0,37.4479084,126.890075
경기도 광명시 소하동 1320,20101227.0,20101227.0,20110422.0,37.4491841,126.8885172
경기도 광명시 소하동 1320-2,20100907.0,20100907.0,20101224.0,37.4489693,126.8886732
경기도 광명시 소하동 1321-3,20101227.0,20101227.0,20110503.0,37.4481591,126.8888102
경기도 광명시 소하동 1321-4,20101125.0,20101130.0,20110616.0,37.4480766,126.8889254
경기도 광명시 소하동 1337-8,20101108.0,20101108.0,20110802.0,37.4463434,126.8854898
경기도 광명시 소하동 1337-10,20100415.0,20100415.0,20110422.0,37.4459544,126.8855041
경기도 광명시 소하동 1339,20100920.0,20100920.0,20110531.0,37.4479175,126.8840278
경기도 광명시 소하동 1339-1,20101201.0,20101201.0,20110930.0,37.4476504,126.8840267
경기도 광명시 소하동 1341,20101203.0,20101203.0,20110809.0,37.4479157,126.8833503
경기도 광명시 소하동 1341-3,20101028.0,20101028.0,20110817.0,37.4469571,126.8833503
경기도 광명시 소하동 1347,20100201.0,20100201.0,20120105.0,37.4446757,126.8890109
경기도 광명시 소하동 1364,20100930.0,20100930.0,20110413.0,37.4483456,126.8914776
경기도 광명시 소하동 1366-1,20100818.0,20100818.0,20120227.0,37.4488287,126.8938872
경기도 광명시 소하동 1379,20100823.0,20100823.0,20110715.0,37.4332768,126.8802981
경기도 광명시 소하동 산 95-5,20101116.0,20101116.0,20101220.0,37.450409,126.8767421
경기도 광명시 소하동 산 95-5,20101116.0,20101116.0,20101220.0,37.450409,126.8767421
경기도 광명시 소하동 산 144,20101101.0,20101101.0,20111019.0,37.4397486,126.881855
경기도 광명시 소하동 소하택지 A13 23,20100414.0,20100414.0,20100830.0,37.435275,126.879279
경기도 광명시 소하동 소하택지개발지구 A6 2,20100209.0,20100209.0,20100621.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하지구 A13 블럭 4 로트,20100121.0,20100121.0,20100802.0,37.4506584,126.885954
경기도 광명시 소하동 소하택지 A13 15,20100125.0,20100125.0,20100421.0,37.435275,126.879279
경기도 광명시 소하동 소하택지개발지구내 A8 8,20100405.0,20100405.0,20100726.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구내 A17 2,20100225.0,20100225.0,20100616.0,37.4459853,126.8940984
경기도 광명시 소하동 광명소하택지개발사업지구내 A11 5,20100319.0,20100319.0,20100621.0,37.4459853,126.8940984
경기도 광명시 소하동 광명소하택지개발사업지구내 A7 6,20100318.0,20100318.0,20100618.0,37.4459853,126.8940984
경기도 광명시 소하동 소하택지 A6 4,20100402.0,20100402.0,20100722.0,37.435275,126.879279
경기도 광명시 소하동 소하국민임대주택단지예정지구 b1 5,20100406.0,20100406.0,20100526.0,37.4483398,126.8916197
경기도 광명시 소하동 광명소하택지개발지구 A4 2,20100416.0,20100416.0,20100823.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구내 13 17,20100412.0,20100412.0,20100809.0,37.4459853,126.8940984
경기도 광명시 소하동 광명소하택지개발사업지구내 A2 2,20100428.0,20100428.0,20100928.0,37.4459853,126.8940984
경기도 광명시 소하동 광명소하택지개발사업지구내상업용지 B1 4,20100503.0,20100503.0,20100623.0,37.4459853,126.8940984
경기도 광명시 소하동 소하택지개발사업지구 A11 9,20100506.0,20100506.0,20101014.0,37.12983699999999,126.9164599
경기도 광명시 소하동 광명소하택지개발사업지구내 A13 19,20100525.0,20100525.0,20101008.0,37.4459853,126.8940984
경기도 광명시 소하동 광명소하택지개발사업지구내 단독주택 필지번호 A13- 14,20100604.0,20100604.0,20101013.0,37.4459853,126.8940984
경기도 광명시 소하동 광명소하택지개발사업지구내 A9 8,20100609.0,20100609.0,20100930.0,37.4459853,126.8940984
경기도 광명시 소하동 택지개발사업구역 B8-4,20100623.0,20100623.0,20101105.0,37.4397486,126.881855
경기도 광명시 소하동 소하지구 A8 1,20100611.0,20100611.0,20101101.0,37.4506584,126.885954
경기도 광명시 소하동 소하지구 A14 2,20100611.0,20100611.0,20101020.0,37.4506584,126.885954
경기도 광명시 소하동 소하택지개발지구 7 5,20100621.0,20100621.0,20101020.0,37.12983699999999,126.9164599
경기도 광명시 소하동 소하국민임대주택단지예정지구 B1 2,20100722.0,20100722.0,20101011.0,37.4483398,126.8916197
경기도 광명시 옥길동 100-7,20100401.0,20100401.0,20101231.0,37.475124,126.8390748
경기도 광명시 옥길동 102,20100122.0,20100122.0,20100407.0,37.4747833,126.8379892
경기도 광명시 옥길동 109,20100402.0,20100402.0,20101115.0,37.4737029,126.8366728
경기도 광명시 옥길동 111-3,20100401.0,20100401.0,20100914.0,37.4743564,126.8366821
경기도 광명시 옥길동 111-4,20100401.0,20100401.0,20100914.0,37.4741963,126.8367023
경기도 광명시 옥길동 111-5,20100401.0,20100401.0,20100914.0,37.4740545,126.8368078
경기도 광명시 옥길동 111-6,20100401.0,20100401.0,20100914.0,37.47408100000001,126.8369846
경기도 광명시 옥길동 111-7,20100401.0,20100401.0,20100914.0,37.4741091,126.8371542
경기도 광명시 옥길동 111-8,20100401.0,20100401.0,20110324.0,37.4741369,126.8373106
경기도 광명시 옥길동 212,20100401.0,20100401.0,20101118.0,37.4665118,126.835289
경기도 광명시 옥길동 215-12,20100330.0,20100330.0,20100513.0,37.4664529,126.8355033
경기도 광명시 옥길동 225,20100312.0,20100312.0,20101008.0,37.4674706,126.838089
경기도 광명시 옥길동 398-2,20100226.0,20100226.0,20100429.0,37.4645325,126.8336619
경기도 광명시 일직동 9-7,20100409.0,20100409.0,20100701.0,37.4212396,126.886224
경기도 광명시 일직동 22-3,20101013.0,20101013.0,20101227.0,37.4212396,126.886224
경기도 광명시 일직동 22-8,20101014.0,20101014.0,20101025.0,37.4212396,126.886224
경기도 광명시 일직동 220-4,20101004.0,20101004.0,20110131.0,37.4212396,126.886224
경기도 광명시 일직동 226-4,20100524.0,20100524.0,20100914.0,37.4212396,126.886224
경기도 광명시 일직동 366-4,20100618.0,20100618.0,20100917.0,37.4212396,126.886224
경기도 광명시 일직동 367,20100705.0,20100705.0,20101118.0,37.4212396,126.886224
경기도 광명시 일직동 368,20100806.0,20100806.0,20101231.0,37.4212396,126.886224
경기도 광명시 일직동 광명역세권택지개발사업지구 유1블럭,20101014.0,20101014.0,20110624.0,37.416522,126.884789
경기도 광명시 하안동 334-18,20100205.0,20100205.0,20100715.0,37.4555633,126.8672589
경기도 광명시 하안동 364-4,20100330.0,20100330.0,20101216.0,37.4523897,126.865721
경기도 광명시 하안동 411-1,20100506.0,20100506.0,20100827.0,37.4507442,126.863366
경기도 광명시 하안동 광명밤일지구 26 1,20100708.0,20100708.0,20101005.0,37.4590598,126.8698947
경기도 광명시 하안동 밤일지구 23 2,20101229.0,20101229.0,20110712.0,37.4590598,126.8698947
경기도 광명시 광명동 158-806,20110905.0,20110905.0,20120227.0,37.4791931,126.8537261
경기도 광명시 광명동 719-9,20111005.0,20111005.0,20120530.0,37.4702984,126.8554792
경기도 광명시 광명동 747-2,20110727.0,20110727.0,20111228.0,37.4675375,126.8486936
경기도 광명시 광명동 757-7,20110530.0,20110530.0,20111213.0,37.470335,126.8463231
경기도 광명시 소하동 17-1,20110920.0,20110920.0,20120209.0,37.4499572,126.8722936
경기도 광명시 소하동 29-7,20110517.0,,20110801.0,37.4507334,126.8913782
경기도 광명시 소하동 29-8,20110215.0,20110215.0,20110429.0,37.4507125,126.8911812
경기도 광명시 소하동 883-7,20110921.0,20110921.0,20111227.0,37.4379275,126.8802902
경기도 광명시 소하동 909,20110604.0,20110604.0,20111031.0,37.4381704,126.8784328
경기도 광명시 소하동 929-1,20110420.0,20110420.0,20110908.0,37.4353505,126.878447
경기도 광명시 소하동 1015-6,20110610.0,,,37.4345446,126.8815785
경기도 광명시 소하동 1015-6,20110610.0,,,37.4345446,126.8815785
경기도 광명시 소하동 1067-2,20110706.0,,,37.4397486,126.881855
경기도 광명시 소하동 1078-12,20111117.0,20111117.0,20120327.0,37.433835,126.8787383
경기도 광명시 소하동 1238,20111130.0,20111130.0,20120919.0,37.4359698,126.8846037
경기도 광명시 소하동 1276-1,20110817.0,20110817.0,20111207.0,37.4559684,126.8806559
경기도 광명시 소하동 1276-3,20110224.0,20110224.0,20110801.0,37.45573270000001,126.8808548
경기도 광명시 소하동 1276-4,20110526.0,20110526.0,20110831.0,37.455616,126.8809564
경기도 광명시 소하동 1277,20111018.0,20111018.0,20130205.0,37.4562085,126.8808079
경기도 광명시 소하동 1277-3,20110919.0,20110919.0,20120104.0,37.4561142,126.8813139
경기도 광명시 소하동 1278-1,20110405.0,20110405.0,20110901.0,37.4558511,126.8811283
경기도 광명시 소하동 1280,20110321.0,20110321.0,20130403.0,37.4559523,126.8825254
경기도 광명시 소하동 1282-2,20110414.0,20110414.0,20110817.0,37.4554946,126.8832119
경기도 광명시 소하동 1311-2,20110830.0,20110830.0,20120202.0,37.4499635,126.8894805
경기도 광명시 소하동 1311-6,20110611.0,20110611.0,20111018.0,37.4494526,126.8898258
경기도 광명시 소하동 1311-8,20111007.0,20111007.0,20120130.0,37.4492451,126.889966
경기도 광명시 소하동 1311-9,20110604.0,20110604.0,20111013.0,37.4491413,126.8900361
경기도 광명시 소하동 1311-10,20110603.0,20110603.0,20111101.0,37.4489902,126.8901383
경기도 광명시 소하동 1311-11,20110802.0,20110802.0,20111125.0,37.44888710000001,126.8902079
경기도 광명시 소하동 1311-13,20110426.0,20110426.0,20110823.0,37.4486814,126.8903469
경기도 광명시 소하동 1311-19,20110928.0,20110928.0,20120109.0,37.4480432,126.8907782
경기도 광명시 소하동 1312-6,20110812.0,20110812.0,20120202.0,37.4499031,126.8891896
경기도 광명시 소하동 1312-8,20111104.0,20111104.0,20120501.0,37.4496943,126.8891582
경기도 광명시 소하동 1312-10,20110108.0,20110108.0,20110607.0,37.4495855,126.8888963
경기도 광명시 소하동 1313-5,20110315.0,20110315.0,20110708.0,37.4493027,126.8892874
경기도 광명시 소하동 1314,20110511.0,20110511.0,20110825.0,37.448922,126.8890189
경기도 광명시 소하동 1314-1,20110405.0,20110405.0,20110809.0,37.4489789,126.8891476
경기도 광명시 소하동 1314-5,20110927.0,20110927.0,20111229.0,37.4492001,126.8896668
경기도 광명시 소하동 1314-8,20110208.0,20110208.0,20110516.0,37.4489554,126.8894973
경기도 광명시 소하동 1314-10,20111118.0,20111118.0,20120412.0,37.4488442,126.8892387
경기도 광명시 소하동 1315-5,20110611.0,20110611.0,20111018.0,37.44864,126.889769
경기도 광명시 소하동 1315-6,20110423.0,20110423.0,20110826.0,37.4485804,126.8896304
경기도 광명시 소하동 1315-7,20110622.0,20110622.0,20120104.0,37.4485208,126.8894917
경기도 광명시 소하동 1316,20110503.0,20110503.0,20110823.0,37.4482553,126.8895009
경기도 광명시 소하동 1316-3,20111109.0,20111109.0,20120523.0,37.4484181,126.889875
경기도 광명시 소하동 1316-5,20110602.0,20110602.0,20111104.0,37.4485245,126.8901265
경기도 광명시 소하동 1316-10,20111015.0,20111015.0,20120130.0,37.4481711,126.8897224
경기도 광명시 소하동 1317,20110804.0,20110804.0,20111125.0,37.4480192,126.8899946
경기도 광명시 소하동 1317-3,20110217.0,20110217.0,20110601.0,37.4479725,126.8902284
경기도 광명시 소하동 1318,20110418.0,20110418.0,20110831.0,37.4479022,126.8897705
경기도 광명시 소하동 1318-1,20110611.0,20110611.0,20110930.0,37.4477634,126.8898636
경기도 광명시 소하동 1318-3,20110520.0,20110520.0,20110902.0,37.4476676,126.8901209
경기도 광명시 소하동 1320-3,20110105.0,20110105.0,20110422.0,37.4488621,126.8887511
경기도 광명시 소하동 1320-5,20110214.0,20110214.0,20110721.0,37.4486477,126.8889069
경기도 광명시 소하동 1320-8,20110921.0,20110921.0,20120406.0,37.4482793,126.8891745
경기도 광명시 소하동 1320-9,20110831.0,20110831.0,20111212.0,37.44817200000001,126.8892524
경기도 광명시 소하동 1320-10,20110812.0,20110812.0,20111123.0,37.44806490000001,126.8893303
경기도 광명시 소하동 1321-5,20111020.0,20111020.0,20120710.0,37.4479612,126.8890135
경기도 광명시 소하동 1336,20110725.0,,,37.4485929,126.8851618
경기도 광명시 소하동 1337,20110817.0,20110817.0,20120227.0,37.4479643,126.8854902
경기도 광명시 소하동 1337-1,20110310.0,20110310.0,20110629.0,37.4477836,126.8854901
경기도 광명시 소하동 1338-3,20110524.0,20110524.0,20120201.0,37.4472878,126.8845269
경기도 광명시 소하동 1340-2,20110331.0,20110331.0,20120426.0,37.4481983,126.8820145
경기도 광명시 소하동 1340-5,20110224.0,20110224.0,20120920.0,37.4484016,126.88331
경기도 광명시 소하동 1343,20110207.0,20110207.0,20110428.0,37.44724799999999,126.8816699
경기도 광명시 소하동 1363-1,20110606.0,20110606.0,20120221.0,37.4508515,126.8930076
경기도 광명시 소하동 1371-6,20111112.0,20111112.0,20120627.0,37.4350841,126.8856543
경기도 광명시 소하동 1382-1,20111018.0,20111018.0,20120524.0,37.432548,126.8800001
경기도 광명시 소하동 1382-5,20111018.0,20111018.0,20120611.0,37.4324017,126.880207
경기도 광명시 소하동 1382-6,20111007.0,20111007.0,20120426.0,37.4324016,126.8800043
경기도 광명시 소하동 광명역세권 사업지구내 근린생활시설용지 근1 2(403-0),20110308.0,20110308.0,20111004.0,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단독주택용지 단6 6,20110726.0,20110726.0,20111028.0,37.4397486,126.881855
경기도 광명시 소하동 광명역세권 택지개발사업지구내 단5 4,20110824.0,20110824.0,20111222.0,37.4397486,126.881855
경기도 광명시 소하동 광명시 역세권택지개발사업지구내 단6 3,20110826.0,20110826.0,20111223.0,37.4397486,126.881855
